0,573,0,887,0,474,
0,419,0,367,0,977,
0,877,0,905,0,344,
0,382,0,756,0,269,
0,939,0,457,0,652,
0,476,0,113,0,236,
0,643,0,125,0,120,
0,702,0,251,0,881,
0,907,0,652,0,899,
0,712,0,264,0,993,
0,883,0,555,0,707,
0,865,0,166,0,672,
0,068,0,873,0,104,
0,285,0,723,0,826,
0,628,0,299,0,400,
0,828,0,249,0,794,
0,546,0,243,0,741,
0,732,0,311,0,070,
0,265,0,815,0,309,
0,507,0,238,0,702,
0,441,0,052,0,244,
0,863,0,236,0,289,
0,841,0,201,0,366,
0,657,0,236,0,182,
0,211,0,847,0,372,
0,640,0,612,0,193,
0,152,0,589,0,242,
0,322,0,210,0,371,
0,345,0,625,0,814,
0,191,0,944,0,563,
0,280,0,652,0,001,
0,688,0,496,0,189,
0,437,0,264,0,018,
0,416,0,350,0,808,
0,484,0,258,0,267,
0,450,0,999,0,429,
0,751,0,975,0,513,
0,201,0,245,0,594,
0,180,0,697,0,600,
0,984,0,107,0,876,
0,322,0,902,0,933,
0,211,0,232,0,717,
0,172,0,599,0,884,
0,557,0,330,0,382,
0,771,0,348,0,387,
0,510,0,103,0,939,
0,349,0,759,0,686,
0,660,0,221,0,610,
0,203,0,132,0,960,
0,884,0,063,0,867,
0,631,0,451,0,790,
0,230,0,279,0,379,
0,838,0,608,0,775,
0,709,0,620,0,244,
0,216,0,611,0,495,
0,018,0,283,0,091,
0,418,0,631,0,337,
0,530,0,991,0,042,
0,932,0,319,0,658,
0,740,0,853,0,539,

#424242

#0288D1 hover
